C1,C2,L1,L2,Wn,Wvar,DCPowerConsumption,OscillationFrequency,TuningRange,OutputPower,PhaseNoise
8e-13,1e-13,5e-10,6.5e-10,8.5e-06,5.5e-06,0.132,23700000000.0,1550000000.0,7.453,-86.24
8e-13,1e-13,5e-10,6.5e-10,8.5e-06,6e-06,0.132,23400000000.0,1580000000.0,7.388,-85.72
8e-13,1e-13,5e-10,6.5e-10,8.5e-06,6.5e-06,0.132,23500000000.0,1610000000.0,7.325,-85.2
8e-13,1e-13,5e-10,6.5e-10,8.5e-06,7e-06,0.132,23400000000.0,1690000000.0,7.264,-85.42
8e-13,1e-13,5e-10,6.5e-10,8.5e-06,7.5e-06,0.132,23300000000.0,1910000000.0,7.207,-85.22
8e-13,1e-13,5e-10,6.5e-10,8.5e-06,8e-06,0.132,23100000000.0,2270000000.0,7.152,-85.03
8e-13,1e-13,5e-10,6.5e-10,8.5e-06,8.5e-06,0.132,23000000000.0,2670000000.0,7.095,-84.82
8e-13,1e-13,5e-10,6.5e-10,8.5e-06,9e-06,0.132,23000000000.0,3020000000.0,7.022,-84.51
8e-13,1e-13,5e-10,6.5e-10,9e-06,5e-06,0.14,23400000000.0,1410000000.0,7.329,-87.61
8e-13,1e-13,5e-10,6.5e-10,9e-06,5.5e-06,0.14,23200000000.0,1440000000.0,7.262,-87.23
8e-13,1e-13,5e-10,6.5e-10,9e-06,6e-06,0.14,23100000000.0,1470000000.0,7.192,-86.93
8e-13,1e-13,5e-10,6.5e-10,9e-06,6.5e-06,0.14,23000000000.0,1490000000.0,7.123,-86.64
8e-13,1e-13,5e-10,6.5e-10,9e-06,7e-06,0.14,22900000000.0,1520000000.0,7.054,-86.19
8e-13,1e-13,5e-10,6.5e-10,9e-06,7.5e-06,0.14,22800000000.0,1570000000.0,6.987,-86.11
8e-13,1e-13,5e-10,6.5e-10,9e-06,8e-06,0.14,22700000000.0,1710000000.0,6.924,-85.94
8e-13,1e-13,5e-10,6.5e-10,9e-06,8.5e-06,0.14,22700000000.0,1940000000.0,6.862,-85.76
8e-13,1e-13,5e-10,6.5e-10,9e-06,9e-06,0.14,22500000000.0,2280000000.0,6.802,-85.57
8e-13,1e-13,5e-10,7e-10,5e-06,5e-06,0.0776,29500000000.0,1610000000.0,12.55,-98.62
8e-13,1e-13,5e-10,7e-10,5e-06,5.5e-06,0.0776,27200000000.0,3870000000.0,11.71,-91.04
8e-13,1e-13,5e-10,7e-10,5e-06,6e-06,0.0776,27900000000.0,1280000000.0,12.18,-95.83
8e-13,1e-13,5e-10,7e-10,5e-06,6.5e-06,0.0776,27500000000.0,3710000000.0,10.67,-95.91
8e-13,1e-13,5e-10,7e-10,5e-06,7e-06,0.0776,27200000000.0,1930000000.0,10.29,-96.58
8e-13,1e-13,5e-10,7e-10,5e-06,7.5e-06,0.0776,27000000000.0,2230000000.0,9.922,-96.09
8e-13,1e-13,5e-10,7e-10,5e-06,8e-06,0.0776,26800000000.0,1990000000.0,9.557,-95.57
8e-13,1e-13,5e-10,7e-10,5e-06,8.5e-06,0.0776,26000000000.0,1580000000.0,9.216,-95.23
8e-13,1e-13,5e-10,7e-10,5e-06,9e-06,0.0776,26600000000.0,1010000000.0,10.6,-91.16
8e-13,1e-13,5e-10,7e-10,5.5e-06,5e-06,0.0853,28300000000.0,3720000000.0,9.916,-84.74
8e-13,1e-13,5e-10,7e-10,5.5e-06,5.5e-06,0.0853,27800000000.0,4030000000.0,9.134,-81.44
8e-13,1e-13,5e-10,7e-10,5.5e-06,6e-06,0.0853,26400000000.0,3960000000.0,9.984,-71.45
8e-13,1e-13,5e-10,7e-10,5.5e-06,6.5e-06,0.0853,25400000000.0,3960000000.0,11.23,-92.01
8e-13,1e-13,5e-10,7e-10,5.5e-06,7e-06,0.0853,25300000000.0,1190000000.0,12.14,-94.45
8e-13,1e-13,5e-10,7e-10,5.5e-06,7.5e-06,0.0853,26300000000.0,3770000000.0,10.17,-93.97
8e-13,1e-13,5e-10,7e-10,5.5e-06,8e-06,0.0853,26000000000.0,1720000000.0,9.848,-94.28
8e-13,1e-13,5e-10,7e-10,5.5e-06,8.5e-06,0.0853,25800000000.0,3420000000.0,9.611,-93.83
8e-13,1e-13,5e-10,7e-10,5.5e-06,9e-06,0.0853,25700000000.0,799000000.0,11.68,-84.75
8e-13,1e-13,5e-10,7e-10,6e-06,5e-06,0.0931,27300000000.0,2720000000.0,8.712,-82.42
8e-13,1e-13,5e-10,7e-10,6e-06,5.5e-06,0.0931,27000000000.0,3390000000.0,8.732,-82.12
8e-13,1e-13,5e-10,7e-10,6e-06,6e-06,0.0931,26900000000.0,3950000000.0,8.717,-81.86
8e-13,1e-13,5e-10,7e-10,6e-06,6.5e-06,0.0931,25700000000.0,3940000000.0,8.552,-80.85
8e-13,1e-13,5e-10,7e-10,6e-06,7e-06,0.0931,25700000000.0,1350000000.0,12.38,-94.4
8e-13,1e-13,5e-10,7e-10,6e-06,7.5e-06,0.0931,25100000000.0,3820000000.0,10.95,-78.04
8e-13,1e-13,5e-10,7e-10,6e-06,8e-06,0.0931,24400000000.0,3940000000.0,10.49,-91.52
8e-13,1e-13,5e-10,7e-10,6e-06,8.5e-06,0.0931,25300000000.0,3750000000.0,9.96,-92.53
8e-13,1e-13,5e-10,7e-10,6e-06,9e-06,0.0931,25000000000.0,1620000000.0,11.24,-88.27
8e-13,1e-13,5e-10,7e-10,6.5e-06,5e-06,0.101,25900000000.0,2110000000.0,8.392,-83.26
8e-13,1e-13,5e-10,7e-10,6.5e-06,5.5e-06,0.101,25600000000.0,2520000000.0,8.377,-83.01
8e-13,1e-13,5e-10,7e-10,6.5e-06,6e-06,0.101,25600000000.0,3250000000.0,8.371,-82.74
8e-13,1e-13,5e-10,7e-10,6.5e-06,6.5e-06,0.101,25800000000.0,3610000000.0,8.346,-82.47
8e-13,1e-13,5e-10,7e-10,6.5e-06,7e-06,0.101,25400000000.0,3870000000.0,8.22,-81.74
8e-13,1e-13,5e-10,7e-10,6.5e-06,7.5e-06,0.101,25200000000.0,3860000000.0,7.985,-80.03
8e-13,1e-13,5e-10,7e-10,6.5e-06,8e-06,0.101,24900000000.0,3830000000.0,10.9,-86.87
8e-13,1e-13,5e-10,7e-10,6.5e-06,8.5e-06,0.101,24400000000.0,3790000000.0,10.57,-88.71
8e-13,1e-13,5e-10,7e-10,6.5e-06,9e-06,0.101,23900000000.0,1200000000.0,11.88,-89.58
8e-13,1e-13,5e-10,7e-10,7e-06,5e-06,0.109,25000000000.0,1910000000.0,8.13,-84.25
8e-13,1e-13,5e-10,7e-10,7e-06,5.5e-06,0.109,24900000000.0,1970000000.0,8.09,-83.89
8e-13,1e-13,5e-10,7e-10,7e-06,6e-06,0.109,24800000000.0,2290000000.0,8.057,-83.65
8e-13,1e-13,5e-10,7e-10,7e-06,6.5e-06,0.109,24700000000.0,2970000000.0,8.031,-83.45
8e-13,1e-13,5e-10,7e-10,7e-06,7e-06,0.109,24900000000.0,3490000000.0,8.0,-83.15
8e-13,1e-13,5e-10,7e-10,7e-06,7.5e-06,0.109,24800000000.0,3740000000.0,7.912,-82.71
8e-13,1e-13,5e-10,7e-10,7e-06,8e-06,0.109,25000000000.0,3810000000.0,7.719,-81.39
8e-13,1e-13,5e-10,7e-10,7e-06,8.5e-06,0.109,23900000000.0,3810000000.0,9.03,-84.97
8e-13,1e-13,5e-10,7e-10,7e-06,9e-06,0.109,24200000000.0,3800000000.0,10.5,-86.79
8e-13,1e-13,5e-10,7e-10,7.5e-06,5e-06,0.116,24200000000.0,1760000000.0,7.9,-85.32
8e-13,1e-13,5e-10,7e-10,7.5e-06,5.5e-06,0.116,24200000000.0,1790000000.0,7.847,-84.97
8e-13,1e-13,5e-10,7e-10,7.5e-06,6e-06,0.116,24100000000.0,1840000000.0,7.796,-84.62
8e-13,1e-13,5e-10,7e-10,7.5e-06,6.5e-06,0.116,24000000000.0,2070000000.0,7.75,-84.35
8e-13,1e-13,5e-10,7e-10,7.5e-06,7e-06,0.116,23800000000.0,2600000000.0,7.71,-84.2
8e-13,1e-13,5e-10,7e-10,7.5e-06,7.5e-06,0.116,23800000000.0,3120000000.0,7.668,-83.96
8e-13,1e-13,5e-10,7e-10,7.5e-06,8e-06,0.116,23800000000.0,3470000000.0,7.604,-83.62
8e-13,1e-13,5e-10,7e-10,7.5e-06,8.5e-06,0.116,23800000000.0,3710000000.0,7.471,-82.83
8e-13,1e-13,5e-10,7e-10,7.5e-06,9e-06,0.116,23800000000.0,1750000000.0,12.54,-92.56
8e-13,1e-13,5e-10,7e-10,8e-06,5e-06,0.124,23700000000.0,1400000000.0,7.692,-86.4
8e-13,1e-13,5e-10,7e-10,8e-06,5.5e-06,0.124,23700000000.0,1660000000.0,7.631,-85.92
8e-13,1e-13,5e-10,7e-10,8e-06,6.5e-06,0.124,23300000000.0,1720000000.0,7.51,-85.4
8e-13,1e-13,5e-10,7e-10,8e-06,7e-06,0.124,23300000000.0,1870000000.0,7.455,-85.16
8e-13,1e-13,5e-10,7e-10,8e-06,7.5e-06,0.124,23100000000.0,2220000000.0,7.403,-84.95
8e-13,1e-13,5e-10,7e-10,8e-06,8e-06,0.124,22900000000.0,2730000000.0,7.353,-84.73
8e-13,1e-13,5e-10,7e-10,8e-06,8.5e-06,0.124,22800000000.0,3330000000.0,7.296,-84.47
8e-13,1e-13,5e-10,7e-10,8e-06,9e-06,0.124,23000000000.0,3530000000.0,7.204,-84.01
8e-13,1e-13,5e-10,7e-10,8.5e-06,5e-06,0.132,23400000000.0,1690000000.0,11.28,-79.87
8e-13,1e-13,5e-10,7e-10,8.5e-06,5.5e-06,0.132,23200000000.0,1540000000.0,7.433,-87.09
8e-13,1e-13,5e-10,7e-10,8.5e-06,7e-06,0.132,22700000000.0,1610000000.0,7.232,-81.49
8e-13,1e-13,5e-10,7e-10,8.5e-06,7.5e-06,0.132,22600000000.0,1700000000.0,7.169,-85.91
8e-13,1e-13,5e-10,7e-10,8.5e-06,8e-06,0.132,22500000000.0,1930000000.0,7.109,-85.7
8e-13,1e-13,5e-10,7e-10,8.5e-06,8.5e-06,0.132,22300000000.0,2320000000.0,7.052,-85.5
8e-13,1e-13,5e-10,7e-10,8.5e-06,9e-06,0.132,22200000000.0,2690000000.0,6.993,-85.29
8e-13,1e-13,5e-10,7e-10,9e-06,5e-06,0.14,23400000000.0,1890000000.0,11.04,-88.59
8e-13,1e-13,5e-10,7e-10,9e-06,5.5e-06,0.14,22700000000.0,1680000000.0,11.19,-88.44
8e-13,1e-13,5e-10,7e-10,9e-06,6e-06,0.14,22500000000.0,1450000000.0,7.176,-87.74
8e-13,1e-13,5e-10,7e-10,9e-06,6.5e-06,0.14,22300000000.0,1470000000.0,7.104,-87.46
8e-13,1e-13,5e-10,7e-10,9e-06,7e-06,0.14,22200000000.0,1490000000.0,7.032,-87.18
8e-13,1e-13,5e-10,7e-10,9e-06,7.5e-06,0.14,22000000000.0,1510000000.0,6.961,-86.86
8e-13,1e-13,5e-10,7e-10,9e-06,8e-06,0.14,22000000000.0,1570000000.0,6.892,-71.7
8e-13,1e-13,5e-10,7e-10,9e-06,8.5e-06,0.14,21900000000.0,1710000000.0,6.826,-86.46
8e-13,1e-13,5e-10,7e-10,9e-06,9e-06,0.14,21900000000.0,1940000000.0,6.762,-86.27
8e-13,1e-13,4e-10,6e-10,5e-06,5e-06,0.0776,29400000000.0,4410000000.0,10.89,-86.85
8e-13,1e-13,4e-10,6e-10,5e-06,5.5e-06,0.0776,29000000000.0,1740000000.0,12.45,-101.7
8e-13,1e-13,4e-10,6e-10,5e-06,6e-06,0.0776,28800000000.0,4170000000.0,11.62,-97.06
8e-13,1e-13,4e-10,6e-10,5e-06,6.5e-06,0.0776,28600000000.0,1580000000.0,12.1,-99.13
8e-13,1e-13,4e-10,6e-10,5e-06,7e-06,0.0776,28700000000.0,1870000000.0,10.7,-89.23
8e-13,1e-13,4e-10,6e-10,5e-06,7.5e-06,0.0776,29200000000.0,2690000000.0,10.27,-97.32
8e-13,1e-13,4e-10,6e-10,5e-06,8e-06,0.0776,29000000000.0,1190000000.0,11.7,-93.63
8e-13,1e-13,4e-10,6e-10,5e-06,8.5e-06,0.0776,28900000000.0,1660000000.0,9.519,-97.5
8e-13,1e-13,4e-10,6e-10,5e-06,9e-06,0.0776,28700000000.0,2050000000.0,11.31,-87.07
8e-13,1e-13,4e-10,6e-10,5.5e-06,5e-06,0.0853,31800000000.0,3770000000.0,9.248,-81.84
8e-13,1e-13,4e-10,6e-10,5.5e-06,5.5e-06,0.0853,29500000000.0,4180000000.0,9.342,-81.61
8e-13,1e-13,4e-10,6e-10,5.5e-06,6e-06,0.0853,28000000000.0,4830000000.0,11.21,-92.55
8e-13,1e-13,4e-10,6e-10,5.5e-06,6.5e-06,0.0853,27800000000.0,4170000000.0,11.75,-91.85
8e-13,1e-13,4e-10,6e-10,5.5e-06,7e-06,0.0853,27400000000.0,4040000000.0,10.95,-92.08
8e-13,1e-13,4e-10,6e-10,5.5e-06,7.5e-06,0.0853,27200000000.0,1450000000.0,10.8,-92.84
8e-13,1e-13,4e-10,6e-10,5.5e-06,8e-06,0.0853,28100000000.0,3930000000.0,10.31,-94.26
8e-13,1e-13,4e-10,6e-10,5.5e-06,8.5e-06,0.0853,28000000000.0,1190000000.0,11.81,-94.02
8e-13,1e-13,4e-10,6e-10,5.5e-06,9e-06,0.0853,27800000000.0,2310000000.0,9.568,-95.27
8e-13,1e-13,4e-10,6e-10,6e-06,5e-06,0.0931,31000000000.0,2730000000.0,8.849,-82.48
8e-13,1e-13,4e-10,6e-10,6e-06,5.5e-06,0.0931,30800000000.0,3200000000.0,8.879,-82.21
8e-13,1e-13,4e-10,6e-10,6e-06,6e-06,0.0931,30400000000.0,3920000000.0,8.917,-81.95
8e-13,1e-13,4e-10,6e-10,6e-06,6.5e-06,0.0931,30200000000.0,4250000000.0,10.58,-83.96
8e-13,1e-13,4e-10,6e-10,6e-06,7e-06,0.0931,27200000000.0,2000000000.0,12.41,-97.61
8e-13,1e-13,4e-10,6e-10,6e-06,7.5e-06,0.0931,27000000000.0,4080000000.0,11.31,-85.69
8e-13,1e-13,4e-10,6e-10,6e-06,8e-06,0.0931,26600000000.0,1670000000.0,10.51,-90.84
8e-13,1e-13,4e-10,6e-10,6e-06,8.5e-06,0.0931,26100000000.0,1270000000.0,12.04,-94.83
8e-13,1e-13,4e-10,6e-10,6e-06,9e-06,0.0931,26000000000.0,1200000000.0,11.92,-94.24
8e-13,1e-13,4e-10,6e-10,6.5e-06,5e-06,0.101,28500000000.0,2420000000.0,8.548,-83.24
8e-13,1e-13,4e-10,6e-10,6.5e-06,5.5e-06,0.101,28300000000.0,2560000000.0,8.537,-82.93
8e-13,1e-13,4e-10,6e-10,6.5e-06,6e-06,0.101,27700000000.0,3090000000.0,8.537,-82.69
8e-13,1e-13,4e-10,6e-10,6.5e-06,6.5e-06,0.101,27400000000.0,3640000000.0,8.544,-82.43
8e-13,1e-13,4e-10,6e-10,6.5e-06,7e-06,0.101,29200000000.0,4130000000.0,8.513,-82.21
8e-13,1e-13,4e-10,6e-10,6.5e-06,7.5e-06,0.101,28600000000.0,4130000000.0,9.749,-87.33
8e-13,1e-13,4e-10,6e-10,6.5e-06,8e-06,0.101,27700000000.0,4080000000.0,8.177,-80.67
8e-13,1e-13,4e-10,6e-10,6.5e-06,8.5e-06,0.101,26200000000.0,1440000000.0,12.27,-95.11
8e-13,1e-13,4e-10,6e-10,6.5e-06,9e-06,0.101,26000000000.0,1970000000.0,12.79,-93.22
8e-13,1e-13,4e-10,6e-10,7e-06,5e-06,0.109,27200000000.0,2240000000.0,8.297,-84.17
8e-13,1e-13,4e-10,6e-10,7e-06,5.5e-06,0.109,27100000000.0,2260000000.0,8.264,-83.77
8e-13,1e-13,4e-10,6e-10,7e-06,6e-06,0.109,26900000000.0,2380000000.0,8.235,-83.46
8e-13,1e-13,4e-10,6e-10,7e-06,6.5e-06,0.109,26600000000.0,2820000000.0,8.215,-83.25
8e-13,1e-13,4e-10,6e-10,7e-06,7e-06,0.109,26400000000.0,3430000000.0,8.2,-83.01
8e-13,1e-13,4e-10,6e-10,7e-06,7.5e-06,0.109,26000000000.0,3810000000.0,8.169,-82.78
8e-13,1e-13,4e-10,6e-10,7e-06,8e-06,0.109,28000000000.0,4030000000.0,8.06,-82.34
8e-13,1e-13,4e-10,6e-10,7e-06,8.5e-06,0.109,27700000000.0,4040000000.0,9.352,-87.62
8e-13,1e-13,4e-10,6e-10,7e-06,9e-06,0.109,27200000000.0,4010000000.0,7.654,-80.25
8e-13,1e-13,4e-10,6e-10,7.5e-06,5e-06,0.116,26500000000.0,2060000000.0,8.076,-82.99
8e-13,1e-13,4e-10,6e-10,7.5e-06,5.5e-06,0.116,26200000000.0,2090000000.0,8.03,-84.73
8e-13,1e-13,4e-10,6e-10,7.5e-06,6e-06,0.116,26100000000.0,2120000000.0,7.985,-84.39
8e-13,1e-13,4e-10,6e-10,7.5e-06,6.5e-06,0.116,26000000000.0,2210000000.0,7.944,-84.07
8e-13,1e-13,4e-10,6e-10,7.5e-06,7e-06,0.116,25900000000.0,2530000000.0,7.908,-83.88
8e-13,1e-13,4e-10,6e-10,7.5e-06,7.5e-06,0.116,25600000000.0,3090000000.0,7.877,-83.66
8e-13,1e-13,4e-10,6e-10,7.5e-06,8e-06,0.116,25400000000.0,3560000000.0,7.841,-83.43
8e-13,1e-13,4e-10,6e-10,7.5e-06,8.5e-06,0.116,25300000000.0,3830000000.0,7.766,-83.13
8e-13,1e-13,4e-10,6e-10,7.5e-06,9e-06,0.116,26600000000.0,3940000000.0,7.612,-82.39
8e-13,1e-13,4e-10,6e-10,8e-06,5e-06,0.124,25800000000.0,1910000000.0,7.873,-86.11
8e-13,1e-13,4e-10,6e-10,8e-06,5.5e-06,0.124,25600000000.0,1940000000.0,7.82,-85.58
8e-13,1e-13,4e-10,6e-10,8e-06,6e-06,0.124,25400000000.0,1970000000.0,7.766,-85.03
8e-13,1e-13,4e-10,6e-10,8e-06,6.5e-06,0.124,25300000000.0,1990000000.0,7.712,-85.04
8e-13,1e-13,4e-10,6e-10,8e-06,7e-06,0.124,25200000000.0,2060000000.0,7.661,-84.75
8e-13,1e-13,4e-10,6e-10,8e-06,7.5e-06,0.124,25100000000.0,2280000000.0,7.614,-84.54
8e-13,1e-13,4e-10,6e-10,8e-06,8e-06,0.124,24900000000.0,2680000000.0,7.571,-84.33
8e-13,1e-13,4e-10,6e-10,8e-06,8.5e-06,0.124,24800000000.0,3120000000.0,7.528,-84.12
8e-13,1e-13,4e-10,6e-10,8e-06,9e-06,0.124,24900000000.0,3550000000.0,7.47,-83.87
8e-13,1e-13,4e-10,6e-10,8.5e-06,5e-06,0.132,25400000000.0,2260000000.0,11.08,-91.01
8e-13,1e-13,4e-10,6e-10,8.5e-06,5.5e-06,0.132,25200000000.0,1970000000.0,11.27,-90.56
8e-13,1e-13,4e-10,6e-10,8.5e-06,6e-06,0.132,24700000000.0,1830000000.0,7.567,-86.33
8e-13,1e-13,4e-10,6e-10,8.5e-06,6.5e-06,0.132,24700000000.0,1850000000.0,7.506,-84.63
8e-13,1e-13,4e-10,6e-10,8.5e-06,7e-06,0.132,24600000000.0,1870000000.0,7.445,-85.53
8e-13,1e-13,4e-10,6e-10,8.5e-06,7.5e-06,0.132,24500000000.0,1920000000.0,7.386,-85.43
8e-13,1e-13,4e-10,6e-10,8.5e-06,8e-06,0.132,24400000000.0,2060000000.0,7.331,-85.2
8e-13,1e-13,4e-10,6e-10,8.5e-06,8.5e-06,0.132,24300000000.0,2320000000.0,7.278,-85.0
8e-13,1e-13,4e-10,6e-10,8.5e-06,9e-06,0.132,24100000000.0,2710000000.0,7.228,-84.81
8e-13,1e-13,4e-10,6e-10,9e-06,5e-06,0.14,25000000000.0,2390000000.0,10.88,-85.73
8e-13,1e-13,4e-10,6e-10,9e-06,5.5e-06,0.14,25300000000.0,734000000.0,11.02,-73.98
8e-13,1e-13,4e-10,6e-10,9e-06,6e-06,0.14,24700000000.0,1710000000.0,7.381,-87.32
8e-13,1e-13,4e-10,6e-10,9e-06,6.5e-06,0.14,24200000000.0,1730000000.0,7.315,-86.96
8e-13,1e-13,4e-10,6e-10,9e-06,7e-06,0.14,24200000000.0,1740000000.0,7.249,-86.65
8e-13,1e-13,4e-10,6e-10,9e-06,7.5e-06,0.14,23800000000.0,793000000.0,7.183,-85.81
8e-13,1e-13,4e-10,6e-10,9e-06,8e-06,0.14,23900000000.0,1790000000.0,7.118,-85.97
8e-13,1e-13,4e-10,6e-10,9e-06,8.5e-06,0.14,23600000000.0,1870000000.0,7.056,-85.89
8e-13,1e-13,4e-10,6e-10,9e-06,9e-06,0.14,23500000000.0,2050000000.0,6.996,-85.69
8e-13,1e-13,4e-10,5e-10,5e-06,5e-06,0.0776,33300000000.0,1920000000.0,11.99,-83.29
8e-13,1e-13,4e-10,5e-10,5e-06,5.5e-06,0.0776,32700000000.0,2350000000.0,11.2,-95.48
8e-13,1e-13,4e-10,5e-10,5e-06,6e-06,0.0776,32300000000.0,2240000000.0,10.83,-94.33
8e-13,1e-13,4e-10,5e-10,5e-06,6.5e-06,0.0776,32000000000.0,2410000000.0,10.42,-95.0
8e-13,1e-13,4e-10,5e-10,5e-06,7e-06,0.0776,31800000000.0,2100000000.0,9.823,-96.19
8e-13,1e-13,4e-10,5e-10,5e-06,7.5e-06,0.0776,31600000000.0,1940000000.0,9.499,-96.86
8e-13,1e-13,4e-10,5e-10,5e-06,8e-06,0.0776,31500000000.0,1460000000.0,9.301,-97.07
8e-13,1e-13,4e-10,5e-10,5e-06,8.5e-06,0.0776,31400000000.0,1400000000.0,8.915,-89.8
8e-13,1e-13,4e-10,5e-10,5e-06,9e-06,0.0776,31300000000.0,1020000000.0,11.23,-92.37
8e-13,1e-13,4e-10,5e-10,5.5e-06,5e-06,0.0853,33800000000.0,4170000000.0,10.65,-88.75
8e-13,1e-13,4e-10,5e-10,5.5e-06,5.5e-06,0.0853,30200000000.0,1980000000.0,11.89,-88.09
8e-13,1e-13,4e-10,5e-10,5.5e-06,6e-06,0.0853,30000000000.0,3940000000.0,11.12,-72.36
8e-13,1e-13,4e-10,5e-10,5.5e-06,6.5e-06,0.0853,29800000000.0,3840000000.0,10.73,-94.28
8e-13,1e-13,4e-10,5e-10,5.5e-06,7e-06,0.0853,29700000000.0,2050000000.0,10.3,-95.9
8e-13,1e-13,4e-10,5e-10,5.5e-06,7.5e-06,0.0853,29500000000.0,2740000000.0,10.02,-96.56
8e-13,1e-13,4e-10,5e-10,5.5e-06,8e-06,0.0853,30100000000.0,1050000000.0,11.66,-93.59
8e-13,1e-13,4e-10,5e-10,5.5e-06,8.5e-06,0.0853,30300000000.0,1080000000.0,11.55,-94.66
8e-13,1e-13,4e-10,5e-10,5.5e-06,9e-06,0.0853,30100000000.0,1090000000.0,11.43,-91.36
8e-13,1e-13,4e-10,5e-10,6e-06,5e-06,0.0931,31500000000.0,3600000000.0,9.102,-81.47
8e-13,1e-13,4e-10,5e-10,6e-06,5.5e-06,0.0931,29600000000.0,4130000000.0,9.137,-81.41
8e-13,1e-13,4e-10,5e-10,6e-06,6e-06,0.0931,29100000000.0,4090000000.0,10.09,-73.54
8e-13,1e-13,4e-10,5e-10,6e-06,6.5e-06,0.0931,28900000000.0,1490000000.0,12.26,-96.0
8e-13,1e-13,4e-10,5e-10,6e-06,7e-06,0.0931,28700000000.0,1800000000.0,10.62,-92.24
8e-13,1e-13,4e-10,5e-10,6e-06,7.5e-06,0.0931,28500000000.0,1460000000.0,11.96,-94.09
8e-13,1e-13,4e-10,5e-10,6e-06,8e-06,0.0931,28400000000.0,2090000000.0,9.963,-94.71
8e-13,1e-13,4e-10,5e-10,6e-06,9e-06,0.0931,28200000000.0,217000000.0,11.47,-91.39
8e-13,1e-13,4e-10,5e-10,6.5e-06,5.5e-06,0.101,30400000000.0,3450000000.0,8.733,-81.79
8e-13,1e-13,4e-10,5e-10,6.5e-06,6e-06,0.101,29300000000.0,3990000000.0,8.723,-81.65
8e-13,1e-13,4e-10,5e-10,6.5e-06,6.5e-06,0.101,28600000000.0,4060000000.0,9.899,-85.06
8e-13,1e-13,4e-10,5e-10,6.5e-06,7e-06,0.101,28700000000.0,1560000000.0,12.34,-95.07
8e-13,1e-13,4e-10,5e-10,6.5e-06,7.5e-06,0.101,28400000000.0,3930000000.0,10.91,-84.19
8e-13,1e-13,4e-10,5e-10,6.5e-06,8e-06,0.101,27800000000.0,1310000000.0,12.07,-94.07
8e-13,1e-13,4e-10,5e-10,6.5e-06,8.5e-06,0.101,27500000000.0,3830000000.0,9.899,-92.36
8e-13,1e-13,4e-10,5e-10,6.5e-06,9e-06,0.101,27400000000.0,3770000000.0,9.644,-93.05
8e-13,1e-13,4e-10,5e-10,7e-06,5e-06,0.109,29300000000.0,2280000000.0,8.403,-82.63
8e-13,1e-13,4e-10,5e-10,7e-06,5.5e-06,0.109,30400000000.0,2600000000.0,8.393,-82.43
8e-13,1e-13,4e-10,5e-10,7e-06,6e-06,0.109,31100000000.0,3100000000.0,8.39,-82.22
8e-13,1e-13,4e-10,5e-10,7e-06,6.5e-06,0.109,31000000000.0,3560000000.0,8.365,-82.05
8e-13,1e-13,4e-10,5e-10,7e-06,7e-06,0.109,30700000000.0,3970000000.0,8.247,-81.67
8e-13,1e-13,4e-10,5e-10,7e-06,7.5e-06,0.109,30000000000.0,3970000000.0,8.051,-80.88
8e-13,1e-13,4e-10,5e-10,7e-06,8e-06,0.109,27600000000.0,3940000000.0,9.111,-88.34
8e-13,1e-13,4e-10,5e-10,7e-06,8.5e-06,0.109,27800000000.0,3900000000.0,10.48,-82.25
8e-13,1e-13,4e-10,5e-10,7e-06,9e-06,0.109,27300000000.0,1290000000.0,12.02,-92.79
8e-13,1e-13,4e-10,5e-10,7.5e-06,5e-06,0.116,28600000000.0,2090000000.0,8.149,-83.41
8e-13,1e-13,4e-10,5e-10,7.5e-06,5.5e-06,0.116,28700000000.0,2160000000.0,8.116,-83.11
8e-13,1e-13,4e-10,5e-10,7.5e-06,6e-06,0.116,30300000000.0,2430000000.0,8.089,-82.94
8e-13,1e-13,4e-10,5e-10,7.5e-06,6.5e-06,0.116,30500000000.0,2910000000.0,8.068,-82.74
8e-13,1e-13,4e-10,5e-10,7.5e-06,7e-06,0.116,30300000000.0,3420000000.0,8.034,-82.55
8e-13,1e-13,4e-10,5e-10,7.5e-06,7.5e-06,0.116,29900000000.0,3770000000.0,7.94,-82.22
8e-13,1e-13,4e-10,5e-10,7.5e-06,8e-06,0.116,29700000000.0,3890000000.0,7.759,-81.44
8e-13,1e-13,4e-10,5e-10,7.5e-06,8.5e-06,0.116,29300000000.0,1710000000.0,12.37,-93.16
8e-13,1e-13,4e-10,5e-10,7.5e-06,9e-06,0.116,28800000000.0,3890000000.0,8.751,-88.36
8e-13,1e-13,4e-10,5e-10,8e-06,5e-06,0.124,27800000000.0,1950000000.0,7.925,-84.18
8e-13,1e-13,4e-10,5e-10,8e-06,5.5e-06,0.124,27600000000.0,1980000000.0,7.878,-83.94
8e-13,1e-13,4e-10,5e-10,8e-06,6e-06,0.124,27600000000.0,2040000000.0,7.835,-83.67
8e-13,1e-13,4e-10,5e-10,8e-06,6.5e-06,0.124,27500000000.0,2250000000.0,7.796,-83.49
8e-13,1e-13,4e-10,5e-10,8e-06,7e-06,0.124,27400000000.0,2630000000.0,7.76,-83.3
8e-13,1e-13,4e-10,5e-10,8e-06,7.5e-06,0.124,27200000000.0,3080000000.0,7.72,-83.12
8e-13,1e-13,4e-10,5e-10,8e-06,8e-06,0.124,27200000000.0,3480000000.0,7.647,-82.86
